,Total population,Hispanic or Latino,"Total population, not Hispanic or Latino",One race total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races
"Block 4001, Block Group 4, Census Tract 327, San Francisco County, California",171,5,166,165,55,0,0,108,0,2,6
"Block 4002, Block Group 4, Census Tract 327, San Francisco County, California",72,0,72,72,21,0,0,51,0,0,0
"Block 4003, Block Group 4, Census Tract 327, San Francisco County, California",195,5,190,192,57,1,0,127,0,7,3
"Block 4004, Block Group 4, Census Tract 327, San Francisco County, California",152,7,145,149,66,0,0,83,0,0,3
"Block 4005, Block Group 4, Census Tract 327, San Francisco County, California",151,2,149,146,77,0,0,68,0,1,5
"Block 5000, Block Group 5, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 5001, Block Group 5, Census Tract 327, San Francisco County, California",168,6,162,166,34,0,0,126,1,5,2
"Block 5002, Block Group 5, Census Tract 327, San Francisco County, California",147,3,144,139,42,2,0,95,0,0,8
"Block 5003, Block Group 5, Census Tract 327, San Francisco County, California",141,5,136,136,43,0,0,90,0,3,5
"Block 5004, Block Group 5, Census Tract 327, San Francisco County, California",170,1,169,170,39,0,0,127,1,3,0
"Block 5005, Block Group 5, Census Tract 327, San Francisco County, California",150,4,146,145,43,0,0,102,0,0,5
"Block 6000, Block Group 6, Census Tract 327, San Francisco County, California",185,9,176,183,62,2,0,112,0,7,2
"Block 6001, Block Group 6, Census Tract 327, San Francisco County, California",77,3,74,75,30,1,0,41,0,3,2
"Block 6002, Block Group 6, Census Tract 327, San Francisco County, California",114,4,110,114,74,0,1,34,0,5,0
"Block 6003, Block Group 6, Census Tract 327, San Francisco County, California",126,6,120,126,65,0,0,59,2,0,0
"Block 6004, Block Group 6, Census Tract 327, San Francisco County, California",163,6,157,158,60,0,0,94,0,4,5
"Block 6005, Block Group 6, Census Tract 327, San Francisco County, California",147,16,131,143,53,1,2,84,0,3,4
"Block 6006, Block Group 6, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6007, Block Group 6, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6008, Block Group 6, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6009, Block Group 6, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 7000, Block Group 7, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 7001, Block Group 7, Census Tract 327, San Francisco County, California",217,6,211,214,87,1,0,123,0,3,3
"Block 7002, Block Group 7, Census Tract 327, San Francisco County, California",172,19,153,164,60,0,0,98,0,6,8
"Block 7003, Block Group 7, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 7004, Block Group 7, Census Tract 327, San Francisco County, California",2,0,2,2,2,0,0,0,0,0,0
"Block 7005, Block Group 7, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 7006, Block Group 7, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 7007, Block Group 7, Census Tract 327, San Francisco County, California",153,18,135,134,49,1,0,74,0,10,19
"Block 7008, Block Group 7, Census Tract 327, San Francisco County, California",208,11,197,202,56,6,0,137,0,3,6
"Block 7009, Block Group 7, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 7010, Block Group 7, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 7011, Block Group 7, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 7012, Block Group 7, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 7013, Block Group 7, Census Tract 327, San Francisco County, California",90,4,86,88,45,0,0,43,0,0,2
"Block 7014, Block Group 7, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 328.01, San Francisco County, California",287,31,256,285,92,6,1,184,0,2,2
"Block 1001, Block Group 1, Census Tract 328.01, San Francisco County, California",182,8,174,174,62,4,0,102,0,6,8
"Block 1002, Block Group 1, Census Tract 328.01, San Francisco County, California",138,3,135,135,33,1,0,99,0,2,3
"Block 1003, Block Group 1, Census Tract 328.01, San Francisco County, California",199,15,184,192,47,0,0,138,0,7,7
"Block 1004, Block Group 1, Census Tract 328.01, San Francisco County, California",162,6,156,156,27,1,0,123,0,5,6
"Block 1005, Block Group 1, Census Tract 328.01, San Francisco County, California",128,10,118,128,34,0,0,89,0,5,0
"Block 1006, Block Group 1, Census Tract 328.01, San Francisco County, California",192,15,177,191,81,3,0,104,0,3,1
"Block 1007, Block Group 1, Census Tract 328.01, San Francisco County, California",166,4,162,157,46,0,0,111,0,0,9
"Block 1008, Block Group 1, Census Tract 328.01, San Francisco County, California",188,7,181,179,54,0,1,120,0,4,9
"Block 2000, Block Group 2, Census Tract 328.01, San Francisco County, California",157,5,152,153,24,3,0,122,0,4,4
"Block 2001, Block Group 2, Census Tract 328.01, San Francisco County, California",250,8,242,243,73,9,0,156,1,4,7
"Block 2002, Block Group 2, Census Tract 328.01, San Francisco County, California",234,13,221,227,118,0,0,105,0,4,7
"Block 2003, Block Group 2, Census Tract 328.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 328.01, San Francisco County, California",198,19,179,186,119,1,0,57,0,9,12
"Block 2005, Block Group 2, Census Tract 328.01, San Francisco County, California",178,17,161,174,62,4,0,106,0,2,4
"Block 2006, Block Group 2, Census Tract 328.01, San Francisco County, California",156,16,140,153,67,2,0,82,0,2,3
"Block 2007, Block Group 2, Census Tract 328.01, San Francisco County, California",209,16,193,203,75,0,0,128,0,0,6
"Block 3000, Block Group 3, Census Tract 328.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3001, Block Group 3, Census Tract 328.01, San Francisco County, California",125,1,124,123,32,0,0,91,0,0,2
"Block 3002, Block Group 3, Census Tract 328.01, San Francisco County, California",143,5,138,140,57,0,0,82,0,1,3
"Block 3003, Block Group 3, Census Tract 328.01, San Francisco County, California",155,4,151,152,50,1,0,96,0,5,3
"Block 3004, Block Group 3, Census Tract 328.01, San Francisco County, California",160,8,152,160,41,1,1,111,0,6,0
"Block 3005, Block Group 3, Census Tract 328.01, San Francisco County, California",147,16,131,140,49,2,0,81,0,8,7
"Block 3006, Block Group 3, Census Tract 328.01, San Francisco County, California",171,3,168,163,62,0,0,99,0,2,8
"Block 3007, Block Group 3, Census Tract 328.01, San Francisco County, California",152,10,142,144,50,1,0,87,2,4,8
"Block 3008, Block Group 3, Census Tract 328.01, San Francisco County, California",161,8,153,155,60,0,0,95,0,0,6
"Block 1000, Block Group 1, Census Tract 328.02, San Francisco County, California",194,17,177,189,58,1,0,128,0,2,5
"Block 1001, Block Group 1, Census Tract 328.02, San Francisco County, California",180,3,177,179,71,0,0,103,1,4,1
"Block 1002, Block Group 1, Census Tract 328.02, San Francisco County, California",170,2,168,164,54,0,0,110,0,0,6
"Block 1003, Block Group 1, Census Tract 328.02, San Francisco County, California",170,8,162,162,54,8,0,100,0,0,8
"Block 1004, Block Group 1, Census Tract 328.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 328.02, San Francisco County, California",136,1,135,132,43,0,0,88,0,1,4
"Block 1006, Block Group 1, Census Tract 328.02, San Francisco County, California",146,2,144,141,30,0,0,110,0,1,5
"Block 1007, Block Group 1, Census Tract 328.02, San Francisco County, California",152,6,146,149,36,0,0,109,0,4,3
"Block 1008, Block Group 1, Census Tract 328.02, San Francisco County, California",174,8,166,168,43,7,0,115,1,2,6
"Block 2000, Block Group 2, Census Tract 328.02, San Francisco County, California",195,5,190,193,42,0,0,151,0,0,2
"Block 2001, Block Group 2, Census Tract 328.02, San Francisco County, California",123,3,120,123,48,2,0,72,0,1,0
"Block 2002, Block Group 2, Census Tract 328.02, San Francisco County, California",154,8,146,154,38,0,0,108,0,8,0
"Block 2003, Block Group 2, Census Tract 328.02, San Francisco County, California",203,10,193,198,74,5,1,112,0,6,5
"Block 2004, Block Group 2, Census Tract 328.02, San Francisco County, California",137,6,131,134,40,0,1,87,1,5,3
"Block 2005, Block Group 2, Census Tract 328.02, San Francisco County, California",180,10,170,174,62,1,0,104,0,7,6
"Block 2006, Block Group 2, Census Tract 328.02, San Francisco County, California",107,6,101,104,35,2,0,66,1,0,3
"Block 2007, Block Group 2, Census Tract 328.02, San Francisco County, California",168,8,160,162,58,1,2,99,0,2,6
"Block 2008, Block Group 2, Census Tract 328.02, San Francisco County, California",135,8,127,132,53,0,0,72,0,7,3
"Block 3000, Block Group 3, Census Tract 328.02, San Francisco County, California",198,11,187,191,76,2,0,113,0,0,7
"Block 3001, Block Group 3, Census Tract 328.02, San Francisco County, California",151,0,151,148,42,1,0,105,0,0,3
"Block 3002, Block Group 3, Census Tract 328.02, San Francisco County, California",131,2,129,131,40,0,0,89,0,2,0
"Block 3003, Block Group 3, Census Tract 328.02, San Francisco County, California",162,7,155,159,36,0,0,118,0,5,3
"Block 3004, Block Group 3, Census Tract 328.02, San Francisco County, California",142,5,137,140,45,2,0,91,0,2,2
"Block 3005, Block Group 3, Census Tract 328.02, San Francisco County, California",172,5,167,166,40,1,0,122,0,3,6
"Block 3006, Block Group 3, Census Tract 328.02, San Francisco County, California",194,0,194,191,40,1,0,150,0,0,3
"Block 3007, Block Group 3, Census Tract 328.02, San Francisco County, California",173,15,158,158,70,2,0,81,0,5,15
"Block 1000, Block Group 1, Census Tract 329.01, San Francisco County, California",153,13,140,147,53,0,0,90,0,4,6
"Block 1001, Block Group 1, Census Tract 329.01, San Francisco County, California",145,3,142,140,32,0,0,108,0,0,5
"Block 1002, Block Group 1, Census Tract 329.01, San Francisco County, California",175,8,167,168,68,0,4,94,0,2,7
"Block 1003, Block Group 1, Census Tract 329.01, San Francisco County, California",180,5,175,173,49,4,0,120,0,0,7
"Block 1004, Block Group 1, Census Tract 329.01, San Francisco County, California",199,7,192,192,43,0,0,147,0,2,7
"Block 1005, Block Group 1, Census Tract 329.01, San Francisco County, California",175,6,169,169,49,0,0,119,0,1,6
"Block 1006, Block Group 1, Census Tract 329.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 329.01, San Francisco County, California",135,13,122,119,50,0,0,68,0,1,16
"Block 1008, Block Group 1, Census Tract 329.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 329.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 329.01, San Francisco County, California",139,5,134,133,57,0,0,76,0,0,6
"Block 2001, Block Group 2, Census Tract 329.01, San Francisco County, California",149,5,144,144,64,2,0,72,2,4,5
"Block 2002, Block Group 2, Census Tract 329.01, San Francisco County, California",139,12,127,135,58,1,0,75,1,0,4
"Block 2003, Block Group 2, Census Tract 329.01, San Francisco County, California",143,1,142,141,44,4,0,93,0,0,2
"Block 2004, Block Group 2, Census Tract 329.01, San Francisco County, California",169,22,147,168,52,1,0,101,0,14,1
"Block 2005, Block Group 2, Census Tract 329.01, San Francisco County, California",157,1,156,151,41,0,0,108,1,1,6
"Block 2006, Block Group 2, Census Tract 329.01, San Francisco County, California",145,3,142,145,36,5,0,104,0,0,0
"Block 2007, Block Group 2, Census Tract 329.01, San Francisco County, California",152,1,151,143,51,0,0,92,0,0,9
"Block 2008, Block Group 2, Census Tract 329.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 329.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3000, Block Group 3, Census Tract 329.01, San Francisco County, California",151,6,145,147,39,4,1,103,0,0,4
"Block 3001, Block Group 3, Census Tract 329.01, San Francisco County, California",155,13,142,151,64,5,1,81,0,0,4
"Block 3002, Block Group 3, Census Tract 329.01, San Francisco County, California",156,5,151,151,49,0,3,95,0,4,5
"Block 3003, Block Group 3, Census Tract 329.01, San Francisco County, California",196,11,185,194,63,2,1,124,0,4,2
"Block 3004, Block Group 3, Census Tract 329.01, San Francisco County, California",209,17,192,207,62,2,0,138,0,5,2
"Block 3005, Block Group 3, Census Tract 329.01, San Francisco County, California",168,1,167,165,38,0,0,127,0,0,3
"Block 3006, Block Group 3, Census Tract 329.01, San Francisco County, California",132,12,120,124,45,2,0,76,0,1,8
"Block 3007, Block Group 3, Census Tract 329.01, San Francisco County, California",185,12,173,182,51,0,1,121,0,9,3
"Block 3008, Block Group 3, Census Tract 329.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3009, Block Group 3, Census Tract 329.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4000, Block Group 4, Census Tract 329.01, San Francisco County, California",140,6,134,137,31,2,0,100,0,4,3
"Block 4001, Block Group 4, Census Tract 329.01, San Francisco County, California",194,9,185,187,54,3,0,129,0,1,7
"Block 4002, Block Group 4, Census Tract 329.01, San Francisco County, California",209,7,202,201,67,3,1,126,0,4,8
"Block 4003, Block Group 4, Census Tract 329.01, San Francisco County, California",149,9,140,143,60,3,0,80,0,0,6
"Block 4004, Block Group 4, Census Tract 329.01, San Francisco County, California",147,10,137,147,56,2,2,84,0,3,0
"Block 4005, Block Group 4, Census Tract 329.01, San Francisco County, California",145,4,141,145,56,2,0,87,0,0,0
"Block 4006, Block Group 4, Census Tract 329.01, San Francisco County, California",181,15,166,179,57,1,0,116,1,4,2
"Block 4007, Block Group 4, Census Tract 329.01, San Francisco County, California",149,8,141,143,51,0,2,88,0,2,6
"Block 4008, Block Group 4, Census Tract 329.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4009, Block Group 4, Census Tract 329.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 329.02, San Francisco County, California",164,8,156,160,44,0,0,116,0,0,4
"Block 1001, Block Group 1, Census Tract 329.02, San Francisco County, California",175,8,167,169,37,1,0,126,0,5,6
"Block 1002, Block Group 1, Census Tract 329.02, San Francisco County, California",95,2,93,95,25,1,0,68,1,0,0
"Block 1003, Block Group 1, Census Tract 329.02, San Francisco County, California",131,2,129,131,27,2,0,101,0,1,0
"Block 1004, Block Group 1, Census Tract 329.02, San Francisco County, California",183,7,176,178,54,7,0,111,0,6,5
"Block 1005, Block Group 1, Census Tract 329.02, San Francisco County, California",175,9,166,168,51,0,0,115,0,2,7
"Block 1006, Block Group 1, Census Tract 329.02, San Francisco County, California",158,12,146,155,64,0,0,91,0,0,3
"Block 1007, Block Group 1, Census Tract 329.02, San Francisco County, California",165,3,162,164,43,0,0,121,0,0,1
"Block 1008, Block Group 1, Census Tract 329.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 329.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 329.02, San Francisco County, California",146,1,145,140,41,2,0,96,0,1,6
"Block 2001, Block Group 2, Census Tract 329.02, San Francisco County, California",195,8,187,190,48,0,0,135,2,5,5
"Block 2002, Block Group 2, Census Tract 329.02, San Francisco County, California",171,6,165,167,28,1,0,136,0,2,4
"Block 2003, Block Group 2, Census Tract 329.02, San Francisco County, California",177,19,158,171,30,1,0,130,0,10,6
"Block 2004, Block Group 2, Census Tract 329.02, San Francisco County, California",160,6,154,155,36,2,0,117,0,0,5
"Block 2005, Block Group 2, Census Tract 329.02, San Francisco County, California",186,5,181,184,34,0,0,149,0,1,2
"Block 2006, Block Group 2, Census Tract 329.02, San Francisco County, California",158,8,150,154,36,3,0,110,0,5,4
"Block 2007, Block Group 2, Census Tract 329.02, San Francisco County, California",165,13,152,163,61,2,2,92,0,6,2
